"","cv","val","cv.p","val.p","model","KLD.pr","KLD.pr2","KLD.roc","KS.pr","KS.pr2","KS.roc","KSp.pr","KSp.pr2","KSp.roc","area.pr","area.roc","dist.pr.mean","dist.pr.max","dist.roc.mean","fileIdx"
"179",5,1,1,0,1,0.306427684374785,0.302435007139754,0.014447327332789,1,1,0.586206896551724,0,0,5.9319977714134e-05,0.00788448253694051,0.0104371274487452,0.269479421898584,0.286941901737344,-Inf,"42"
"1717",5,1,1,0,2,0.101720953883057,0.098101231489049,0.0448188791539793,0.931034482758621,0.931034482758621,0.724137931034483,1.09690034832965e-13,1.09690034832965e-13,1.27500603186448e-07,0.00714669680308792,0.00981088203575647,0.267328961010005,0.312106918238994,-Inf,"42"
"1727",5,1,1,0,3,0.0292596837071945,0.0278859784266303,0.108556247137553,0.896551724137931,0.896551724137931,0.172413793103448,2.05213623871714e-12,2.05213623871714e-12,0.79122779675525,0.00666814598613577,0.00878324795719899,0.260073486769567,0.315113791091227,-Inf,"42"
"189",5,2,1,0.25,1,0.168860242482966,0.16821941353855,0.0175588680556131,0.96551724137931,0.96551724137931,0.241379310344828,3.77475828372553e-15,3.77475828372553e-15,0.371964475605593,0.00623595465065019,0.00996722298867152,0.196168426773978,0.215878597205515,-Inf,"42"
"1817",5,2,1,0.25,2,0.114265723845637,0.117697661155015,0.156576679155058,0.827586206896552,0.827586206896552,0.310344827586207,3.04790637173369e-10,3.04790637173369e-10,0.122859576794328,0.0061622984584719,0.00961723372721195,0.193346994925329,0.241043613707165,-Inf,"42"
"1827",5,2,1,0.25,3,0.466763138120814,0.461990120779522,0.377489591296309,0.793103448275862,0.793103448275862,0.413793103448276,2.69232014460385e-09,2.69232014460385e-09,0.0131404484236615,0.0064001924320514,0.00946840538867179,0.193997524046116,0.244050486559399,-Inf,"42"
"199",5,3,1,0.5,1,0.148158022490639,0.145451272365483,0.0189076443691602,0.931034482758621,0.931034482758621,0.206896551724138,1.09690034832965e-13,1.09690034832965e-13,0.57217743929098,0.00639862895748124,0.00968130008485745,0.127092596304367,0.141883913161958,-Inf,"42"
"1917",5,3,1,0.5,2,0.26855678336673,0.258175441456112,0.847909195091991,0.758620689655172,0.758620689655172,0.241379310344828,2.00000942474077e-08,2.00000942474077e-08,0.371964475605593,0.00657281347345517,0.0104268438618708,0.126947946855171,0.167048929663609,-Inf,"42"
"1927",5,3,1,0.5,3,0.0251631776546245,0.0250211828982141,0.0964222589887446,0.620689655172414,0.620689655172414,0.275862068965517,1.51455262249467e-05,1.51455262249467e-05,0.219789996500968,0.00696659174390073,0.00985031772857019,0.122872858764949,0.170055802515842,-Inf,"42"
"209",5,4,1,0.75,1,0.0956846930468297,0.100501584912531,0.0757510567026464,0.413793103448276,0.413793103448276,0.206896551724138,0.0131404484236615,0.0131404484236615,0.57217743929098,0.00691996748763123,0.00977559887090129,0.0431318121411192,0.060526807397721,-Inf,"42"
"2017",5,4,1,0.75,2,0.114140531857624,0.114031410640363,0.0351582815937725,0.482758620689655,0.482758620689655,0.275862068965517,0.00197907090483529,0.00197907090483529,0.222134834472655,0.00713604385449618,0.0100419392608771,0.045277561262868,0.0856918238993711,-Inf,"42"
"2027",5,4,1,0.75,3,0.377217835504796,0.375616436671318,1.06453207769262,0.379310344827586,0.379310344827586,0.241379310344828,0.029931002103603,0.029931002103603,0.371964475605593,0.00749234411009313,0.00978921891703592,0.0401875628055933,0.0886986967516048,-Inf,"42"
"140",1,2,0,0.25,1,0.0469736977096777,0.0465054961296731,0.0570489841960675,0.607142857142857,0.607142857142857,0.607142857142857,3.89353480356736e-05,3.89353480356736e-05,6.58401060503744e-05,0.0344985771653248,0.0216195922532287,-0.114980572929169,0.179646830662448,-Inf,"43"
"218",1,2,0,0.25,2,0.0385530283993842,0.0419939986938532,0.189464348037907,0.714285714285714,0.714285714285714,0.25,3.71434575985319e-07,3.71434575985319e-07,0.350638214176465,0.0486891288538539,0.0152318971034713,-0.140972762328485,0.255329062317997,-Inf,"43"
"318",1,2,0,0.25,3,0.235888599037485,0.229000641579715,0.0812073662650633,0.75,0.75,0.285714285714286,6.06423797844258e-08,6.06423797844258e-08,0.20527832022526,0.0616106862684965,0.00895585542551159,-0.127972379892497,0.174176601333603,-Inf,"43"
"219",1,3,0,0.5,1,0.0162869122104135,0.0158458108982382,0.0574341159661169,0.75,0.75,0.857142857142857,6.06423797844258e-08,6.06423797844258e-08,2.3279416172528e-09,0.0615482874629885,0.0253902056008116,-0.168417190431709,0.22154600781179,-Inf,"43"
"228",1,3,0,0.5,2,0.271610190455959,0.27251583492891,0.0921954098544718,0.714285714285714,0.714285714285714,0.428571428571429,3.71434575985319e-07,3.71434575985319e-07,0.0108904788144613,0.0652605155929023,0.0278500230533215,-0.185994957582671,0.226897689768977,-Inf,"43"
"238",1,3,0,0.5,3,0.100444986546622,0.101264527715734,0.111298591024293,0.892857142857143,0.892857142857143,0.25,7.2482020385678e-12,7.2482020385678e-12,0.350638214176465,0.0769151288615524,0.0210824320187686,-0.189394586364797,0.286421499292786,-Inf,"43"
"319",1,4,0,0.75,1,0.114241485891159,0.113126326603732,0.217235486951792,0.928571428571428,0.928571428571428,0.857142857142857,4.02677891031544e-13,4.02677891031544e-13,2.3279416172528e-09,0.0810959365053795,0.0362475571249069,-0.254007329800647,0.301222014093301,-Inf,"43"
"328",1,4,0,0.75,2,0.0906083356271227,0.0899912142078496,0.272994083246954,0.928571428571428,0.928571428571428,0.678571428571428,4.02677891031544e-13,4.02677891031544e-13,1.98098440518102e-06,0.0876451897249214,0.0384400252789024,-0.270584556336444,0.307200720072007,-Inf,"43"
"338",1,4,0,0.75,3,0.0285104886047705,0.0293510265808248,0.0476393903126226,0.928571428571428,0.928571428571428,0.285714285714286,4.02677891031544e-13,4.02677891031544e-13,0.20527832022526,0.0995797528684456,0.0329390401529663,-0.272834831008124,0.325807347089849,-Inf,"43"
"410",1,5,0,1,1,0.130174135671635,0.127929283725823,0.259291636051421,1,1,0.857142857142857,4.44089209850063e-16,4.44089209850063e-16,2.3279416172528e-09,0.106918647104004,0.0381678239663952,-0.319084024103486,0.360545488511115,-Inf,"43"
"418",1,5,0,1,2,0.124225683377731,0.126439556301473,0.00972226430261157,0.964285714285714,0.964285714285714,0.535714285714286,1.47659662275146e-14,1.47659662275146e-14,0.000494179417379392,0.113923564138709,0.0373889673496719,-0.338632875193415,0.391137171969624,-Inf,"43"
"428",1,5,0,1,3,0.141848837325516,0.139310087682757,0.280695912247374,1,1,0.321428571428571,4.44089209850063e-16,4.44089209850063e-16,0.111030866499989,0.123521839140773,0.0368818718919041,-0.336152788759881,0.381428434105546,-Inf,"43"
"510",2,1,0.25,0,1,0.0220529129634976,0.0214950718306821,0.0174974627072818,0.448275862068966,0.448275862068966,0.517241379310345,0.00531875305470209,0.00531875305470209,0.000674683263012898,0.110786019088434,0.01968671884184,0.120081006023304,0.17109015134898,-Inf,"43"
"518",2,1,0.25,0,2,0.0363715034784367,0.0362222605361842,0.045283783969117,0.620689655172414,0.620689655172414,0.344827586206897,1.51455262249467e-05,1.51455262249467e-05,0.063011969776362,0.0959473800640106,0.0161939230752361,0.135261807457576,0.182653518601524,-Inf,"43"
"528",2,1,0.25,0,3,0.0228552791984406,0.0244656130312622,0.279066827043495,0.689655172413793,0.724137931034483,0.413793103448276,7.08336685528721e-07,1.27500603186448e-07,0.0131404484236615,0.081527304512748,0.0165180860269922,0.13686215711929,0.248931355292934,-Inf,"43"
"610",2,3,0.25,0.5,1,0.0228545052189284,0.0230137973647724,0.0254050097763864,0.206896551724138,0.206896551724138,0.344827586206897,0.57217743929098,0.57217743929098,0.063011969776362,0.0781535250333248,0.0188376732314477,-0.053643849208631,0.0854716981132075,-Inf,"43"
"618",2,3,0.25,0.5,2,0.0774381913015231,0.0789967794709423,0.131143172776983,0.206896551724138,0.206896551724138,0.310344827586207,0.57217743929098,0.57217743929098,0.122859576794328,0.0776418960459158,0.0182972841372531,-0.0572401595457914,0.113960396039604,-Inf,"43"
"628",2,3,0.25,0.5,3,0.0875579063247538,0.0873102978780937,0.0673135135016473,0.482758620689655,0.482758620689655,0.241379310344828,0.00197907090483529,0.00197907090483529,0.366850508328815,0.077937217844134,0.0173668031887111,-0.0584044715580231,0.145416666666667,-Inf,"43"
"710",2,4,0.25,0.75,1,0.0683175674385238,0.0664843947015307,0.143390933183604,0.448275862068966,0.448275862068966,0.655172413793103,0.00531875305470209,0.00531875305470209,3.47084975971246e-06,0.0783688263794783,0.0206716223031202,-0.138979730521709,0.161376146788991,-Inf,"43"
"718",2,4,0.25,0.75,2,0.0979125855862527,0.0974219985087509,0.168873023578931,0.482758620689655,0.482758620689655,0.413793103448276,0.00197907090483529,0.00197907090483529,0.0131404484236615,0.0789597561958701,0.0201606155984774,-0.142906168379108,0.186190476190476,-Inf,"43"
"728",2,4,0.25,0.75,3,0.050507134415132,0.0507400532386091,0.0317720863279335,0.551724137931034,0.551724137931034,0.275862068965517,0.000209901459603534,0.000209901459603534,0.222134834472655,0.0802181475820104,0.0199005287420301,-0.140349144558027,0.212970297029703,-Inf,"43"
"810",2,5,0.25,1,1,0.0713722794063485,0.0678546151029451,0.0149100191841072,0.793103448275862,0.793103448275862,0.689655172413793,2.69232014460385e-09,2.69232014460385e-09,7.08336685528721e-07,0.0820637038595217,0.0210679161651301,-0.203667542136967,0.228446601941748,-Inf,"43"
"818",2,5,0.25,1,2,0.0444346655043927,0.0443376552262868,0.194192620255404,0.793103448275862,0.793103448275862,0.379310344827586,2.69232014460385e-09,2.69232014460385e-09,0.029931002103603,0.0849329149599636,0.021206204131082,-0.205802806790815,0.25,-Inf,"43"
"828",2,5,0.25,1,3,0.030808313907658,0.0305600322670504,0.0560733308489858,0.758620689655172,0.758620689655172,0.137931034482759,2.00000942474077e-08,2.00000942474077e-08,0.951436959555977,0.0863261631088753,0.0208770317451545,-0.204736390227976,0.270416666666667,-Inf,"43"
"910",3,1,0.5,0,1,0.0189692018839055,0.0195079996557599,0.0191945300314609,0.625,0.59375,0.65625,3.58416614720802e-06,1.43366645879439e-05,8.11509316633874e-07,0.0422892415715009,0.00811523564674065,0.170067999476157,0.210688470197891,-Inf,"43"
"918",3,1,0.5,0,2,0.322959943875576,0.312538519697765,0.11659089651561,0.8125,0.8125,0.625,8.1822215669547e-11,8.1822215669547e-11,7.45330634410735e-06,0.0330033137779846,0.008744368642189,0.176664171174799,0.233151845130066,-Inf,"43"
"928",3,1,0.5,0,3,0.229105622591903,0.226930370558302,0.257225919601624,0.78125,0.78125,0.40625,6.77953027050648e-10,6.77953027050648e-10,0.0101721371237081,0.0264475088412213,0.00873389447406132,0.186816842838155,0.28735632183908,-Inf,"43"
"1010",3,2,0.5,0.25,1,0.0427987428498082,0.0450249169410436,0.0775293577642629,0.21875,0.21875,0.3125,0.433736099701466,0.433736099701466,0.0876820974182007,0.027717348648753,0.0101833196785864,0.0551477958910567,0.0781214203894616,-Inf,"43"
"1018",3,2,0.5,0.25,2,0.0137652712463222,0.0142624355868501,0.359993702345111,0.25,0.25,0.34375,0.273008062449821,0.273008062449821,0.045587821851524,0.0247319553451392,0.00944968592592574,0.0549287363972449,0.100584795321637,-Inf,"43"
"1028",3,2,0.5,0.25,3,0.0512395762820156,0.0510662788354897,0.0665704727480086,0.28125,0.28125,0.15625,0.160069453002213,0.160069453002213,0.829553062191961,0.0240592542158614,0.00960204899724416,0.0572487922281559,0.154789272030651,-Inf,"43"
"1120",3,4,0.5,0.75,1,0.0325954986733145,0.0333306857290559,0.0293541864976923,0.46875,0.46875,0.375,0.00150534978173122,0.00150534978173122,0.0214116150913461,0.0287598162586716,0.0119152243325791,-0.0849965551928161,0.108506769044251,-Inf,"43"
"11110",3,4,0.5,0.75,2,0.569824128603819,0.583134119961144,0.163962684005541,0.625,0.625,0.375,3.58416614720802e-06,3.58416614720802e-06,0.0222179626165252,0.0303035759621201,0.0111171602797045,-0.0857742107121756,0.151097718467499,-Inf,"43"
"1128",3,4,0.5,0.75,3,0.624623428057679,0.627041966221572,0.393511430318717,0.46875,0.46875,0.25,0.00150534978173122,0.00150534978173122,0.26999967167738,0.0334681113558417,0.0116584559701064,-0.0870253860425184,0.182718271827183,-Inf,"43"
"1218",3,5,0.5,1,1,0.123327864033832,0.123133037997299,0.128644902457618,0.78125,0.75,0.375,6.77953027050648e-10,4.83041318055655e-09,0.0214116150913461,0.0354032070402038,0.0132527558301752,-0.150285851444962,0.175875652081337,-Inf,"43"
"1219",3,5,0.5,1,2,0.266851048458925,0.269502902481989,0.138629441848971,0.875,0.875,0.15625,6.93667345785798e-13,6.93667345785798e-13,0.829553062191961,0.0384574431900973,0.0117827878411551,-0.149675799229035,0.191709280818192,-Inf,"43"
"1228",3,5,0.5,1,3,0.00710973876632761,0.00687099321156832,0.0878776585342241,0.65625,0.65625,0.21875,8.11509316633874e-07,8.11509316633874e-07,0.433736099701466,0.0398726057265107,0.0123722657192538,-0.148449224526587,0.216809180918092,-Inf,"43"
"1310",4,1,0.75,0,1,0.0349951079520794,0.035493118033092,0.110720637481352,1,1,0.40625,2.22044604925031e-16,2.22044604925031e-16,0.00951627543895994,0.0285213759468501,0.0147448042140194,0.272506367122077,0.290142807384187,-Inf,"43"
"1318",4,1,0.75,0,2,0.0157537022773014,0.0158844329414199,0.0745361355150016,0.8125,0.8125,0.65625,8.1822215669547e-11,8.1822215669547e-11,8.11509316633874e-07,0.0246650543980416,0.0127712324194026,0.274166784636437,0.346974864216244,-Inf,"43"
"1328",4,1,0.75,0,3,0.0402180826428317,0.04004959048052,0.338194763550028,1,1,0.59375,2.22044604925031e-16,2.22044604925031e-16,1.43366645879439e-05,0.0207650157089572,0.0125110970635806,0.265122175048244,0.324529224749327,-Inf,"43"
"1410",4,2,0.75,0.25,1,0.0751934549001967,0.0737957882706913,0.0249213661473127,1,1,0.46875,2.22044604925031e-16,2.22044604925031e-16,0.00150534978173122,0.0190126705201968,0.0140312521390945,0.14137983869092,0.157575757575758,-Inf,"43"
"1418",4,2,0.75,0.25,2,0.024223516725852,0.0245338677786348,0.0484264726276605,0.5,0.5,0.5,0.000533144714363942,0.000533144714363942,0.000533144714363942,0.0179270884452171,0.0127584385545972,0.144810841161335,0.214407814407814,-Inf,"43"
"1428",4,2,0.75,0.25,3,0.187546427631787,0.180421460874642,0.0422602062530118,0.6875,0.6875,0.21875,1.65307453503516e-07,1.65307453503516e-07,0.433736099701466,0.0166486682017302,0.0128709184687032,0.140493034334155,0.191962174940898,-Inf,"43"
"1510",4,3,0.75,0.5,1,0.0150878833461114,0.0167179848682982,0.0598184692928156,0.6875,0.6875,0.15625,1.65307453503516e-07,1.65307453503516e-07,0.837777479258822,0.0152569270366114,0.0134473305773105,0.0844930753482911,0.101910191019102,-Inf,"43"
"1518",4,3,0.75,0.5,2,0.138687634964203,0.137426172035981,0.034742325886487,0.59375,0.59375,0.3125,1.43366645879439e-05,1.43366645879439e-05,0.0876820974182007,0.0151457386096007,0.0131809075785494,0.0851506500875333,0.158742247851159,-Inf,"43"
"1528",4,3,0.75,0.5,3,0.178428376909959,0.175219717042999,0.116090998766328,0.59375,0.59375,0.1875,1.43366645879439e-05,1.43366645879439e-05,0.635139487269883,0.0153380766532656,0.0127655301817173,0.0835275053181816,0.136296608384243,-Inf,"43"
"1610",4,5,0.75,1,1,0.0677468192135289,0.0701286569416866,0.129224940247152,0.6875,0.6875,0.1875,1.65307453503516e-07,1.65307453503516e-07,0.635139487269883,0.0154990630673149,0.0127995959240136,-0.0660970868443674,0.0904301075268817,-Inf,"43"
"1618",4,5,0.75,1,2,0.434470325934249,0.423951232272329,0.337966393971009,0.65625,0.65625,0.25,8.11509316633874e-07,8.11509316633874e-07,0.273008062449821,0.0158230547581363,0.0122906594434617,-0.0617776652711015,0.106263736263736,-Inf,"43"
"1628",4,5,0.75,1,3,0.038331169469818,0.0367233499387097,0.0128500876382155,0.34375,0.34375,0.21875,0.0448622764333746,0.0448622764333746,0.433736099701466,0.0161847000659149,0.0124819278070868,-0.0657357944194396,0.122808988764045,-Inf,"43"
"1710",5,1,1,0,1,0.0689570291078188,0.0728388680637269,0.0877926444300995,1,1,0.5,0,0,0.000899577684017938,0.0143488772183206,0.0129856579587639,0.340454321988557,0.365161290322581,-Inf,"43"
"1718",5,1,1,0,2,0.0551347476452238,0.0556420072906065,0.170479199432356,1,1,0.533333333333333,0,0,0.000293340549136101,0.0135496878693616,0.0117719425099162,0.32317629888271,0.369651086240948,-Inf,"43"
"1728",5,1,1,0,3,0.0956391826919961,0.0949683890819646,0.196580410570507,0.933333333333333,0.933333333333333,0.366666666666667,2.99760216648792e-14,2.99760216648792e-14,0.0345800849633346,0.0132901827385623,0.0117599829968922,0.339133242048658,0.434050179211469,-Inf,"43"
"1810",5,2,1,0.25,1,0.0581209737447924,0.0573369557019696,0.0753694957562738,0.966666666666667,0.966666666666667,0.233333333333333,1.11022302462516e-15,1.11022302462516e-15,0.392945013979718,0.0128758816135092,0.0122749405445822,0.208189732066859,0.230416666666667,-Inf,"43"
"1818",5,2,1,0.25,2,0.0685835596418189,0.07534908784641,0.0461043863070207,0.9,0.9,0.566666666666667,5.78870285039557e-13,5.78870285039557e-13,8.73780359132992e-05,0.012640144485839,0.0114469899089259,0.201891116903041,0.234906462585034,-Inf,"43"
"1828",5,2,1,0.25,3,0.097418184848238,0.0957284389342745,0.198304284335081,0.833333333333333,0.833333333333333,0.2,9.23608967084988e-11,9.23608967084988e-11,0.585969749287592,0.0129366429639133,0.0113205500981709,0.198793241342957,0.299305555555556,-Inf,"43"
"1910",5,3,1,0.5,1,0.114519612140997,0.113946667411285,0.504345727163411,0.933333333333333,0.933333333333333,0.2,2.99760216648792e-14,2.99760216648792e-14,0.594070629775938,0.0128830351713766,0.0117402649663217,0.151612347702235,0.173703703703704,-Inf,"43"
"1918",5,3,1,0.5,2,0.191629635690273,0.194588812623798,0.0973008925664132,0.933333333333333,0.933333333333333,0.2,2.99760216648792e-14,2.99760216648792e-14,0.594070629775938,0.0130540928760783,0.0117021401449494,0.145737218268194,0.178193499622071,-Inf,"43"
"1928",5,3,1,0.5,3,0.0457004539312939,0.0455548282472693,0.294034498983705,0.7,0.7,0.133333333333333,2.50001183199622e-07,2.50001183199622e-07,0.957846290343884,0.013484950467631,0.0115751390647987,0.151547482645628,0.242592592592593,-Inf,"43"
"2010",5,4,1,0.75,1,0.0864260834880887,0.0843543926598969,0.0605717034521049,0.5,0.5,0.333333333333333,0.000899577684017938,0.000899577684017938,0.0713447475011074,0.0135434195722016,0.011543786782013,0.0654822642198055,0.0844859813084112,-Inf,"43"
"2018",5,4,1,0.75,2,0.0208318694717708,0.0203057458961166,0.047161845212041,0.633333333333333,0.633333333333333,0.3,5.79548197388036e-06,5.79548197388036e-06,0.135003502500954,0.0137473887791401,0.0115296507642693,0.0644496128609785,0.0889757772267786,-Inf,"43"
"2028",5,4,1,0.75,3,0.0340502490221616,0.0347444203505737,0.0851154988297914,0.233333333333333,0.233333333333333,0.333333333333333,0.392945013979718,0.392945013979718,0.0708879878711444,0.0140145055705806,0.0114135943419715,0.0679161480834012,0.1533748701973,-Inf,"43"
"150",1,2,0,0.25,1,0.199605609237261,0.19168447007329,0.0260980662034376,0.709677419354839,0.709677419354839,0.387096774193548,8.71738519148124e-08,8.71738519148124e-08,0.0192159426775541,0.0402617308148786,0.00992949549319705,-0.12035567764386,0.1803300330033,-Inf,"44"
"220",1,2,0,0.25,2,0.0442206547133827,0.0421605334240622,0.0805753165407902,0.516129032258065,0.516129032258065,0.258064516129032,0.000399858535772291,0.000399858535772291,0.256045020765444,0.0463142010731395,0.00847750036345453,-0.118531536053648,0.195307201953072,-Inf,"44"
"320",1,2,0,0.25,3,0.0510008946802443,0.0516211770179688,0.0144320528623745,0.548387096774194,0.548387096774194,0.161290322580645,0.00012495579242866,0.00012495579242866,0.823453517185134,0.051084464500698,0.00498544459654406,-0.124054134093621,0.221898660454281,-Inf,"44"
"2110",1,3,0,0.5,1,0.176559130739088,0.180676367609293,0.114448870934707,0.870967741935484,0.870967741935484,0.516129032258065,2.39708253246818e-12,2.39708253246818e-12,0.000518320212633649,0.069949206806768,0.0146069346684452,-0.222299185104906,0.264098148945329,-Inf,"44"
"229",1,3,0,0.5,2,0.103896413780759,0.103078261925174,0.0898027967677929,0.806451612903226,0.806451612903226,0.387096774193548,2.64162913765631e-10,2.64162913765631e-10,0.0184006087569553,0.0837071538027946,0.0149138587550896,-0.220555931425934,0.278107810781078,-Inf,"44"
"239",1,3,0,0.5,3,0.0232476745068327,0.0215648569713834,0.035518358424063,0.870967741935484,0.870967741935484,0.258064516129032,2.39708253246818e-12,2.39708253246818e-12,0.256045020765444,0.0955484909500441,0.00995036511466919,-0.223453559360035,0.282015014688282,-Inf,"44"
"3110",1,4,0,0.75,1,0.201445206178737,0.205729138232336,0.0180536388202617,0.935483870967742,0.935483870967742,0.645161290322581,8.21565038222616e-15,8.21565038222616e-15,4.98001016435712e-06,0.101250058002719,0.0191466342571223,-0.259621519643186,0.28672459082643,-Inf,"44"
"329",1,4,0,0.75,2,0.130349224247242,0.132426996788002,0.196729594697626,0.935483870967742,0.935483870967742,0.32258064516129,8.21565038222616e-15,8.21565038222616e-15,0.0794424867632103,0.109333263192519,0.0161133298139283,-0.25971701240833,0.307347576862949,-Inf,"44"
"339",1,4,0,0.75,3,0.0666563080228974,0.0628658097288098,0.0431759376672057,0.870967741935484,0.870967741935484,0.258064516129032,2.39708253246818e-12,2.39708253246818e-12,0.253241035041696,0.114535841587517,0.012950104591289,-0.26712992402994,0.423786823126757,-Inf,"44"
"419",1,5,0,1,1,0.149458457355614,0.143926184164536,0.00527944790438731,0.967741935483871,0.967741935483871,0.709677419354839,2.22044604925031e-16,2.22044604925031e-16,3.31460879410272e-07,0.122693320610514,0.0188472685216423,-0.333499727181973,0.366996699669967,-Inf,"44"
"4110",1,5,0,1,2,0.00284052291914178,0.00250668002572147,0.0755195588714926,1,1,0.483870967741935,0,0,0.00117458444883223,0.129660391837966,0.0200449388882654,-0.334497322190916,0.383663366336634,-Inf,"44"
"429",1,5,0,1,3,0.0517815085956925,0.0504220444985134,0.174860787951382,1,1,0.387096774193548,0,0,0.0184006087569553,0.136131317029129,0.0177764182861784,-0.336176571462799,0.419377652050919,-Inf,"44"
"519",2,1,0.25,0,1,0.0244110358999299,0.0242463107706687,0.043687126238002,0.48,0.48,0.36,0.00561441050794631,0.00561441050794631,0.0778983654919732,0.0844114138545262,0.0119164732712503,0.118544372105257,0.171914893617021,-Inf,"44"
"5110",2,1,0.25,0,2,0.197005308920862,0.194378564873329,0.221486259325614,0.64,0.64,0.32,3.96396120641018e-05,3.96396120641018e-05,0.155760252006193,0.0710496063935087,0.0101724519157894,0.120066624618031,0.171914893617021,-Inf,"44"
"529",2,1,0.25,0,3,0.0590435035772342,0.0573000173915839,0.0734075912063494,0.6,0.6,0.24,0.000162522409463572,0.000162522409463572,0.475453501819058,0.0686901980085509,0.00844153862625104,0.131095700446079,0.235238095238095,-Inf,"44"
"619",2,3,0.25,0.5,1,0.0392216848999998,0.0397244688190081,0.350483547831,0.64,0.64,0.32,3.96396120641018e-05,3.96396120641018e-05,0.155760252006193,0.0737853245045348,0.011248887380759,-0.100182622408216,0.12289644012945,-Inf,"44"
"6110",2,3,0.25,0.5,2,0.0487067209315133,0.0492690969179057,0.110235061797084,0.52,0.52,0.2,0.00192071938456817,0.00192071938456817,0.710203899707662,0.0782148390119929,0.0110431975887816,-0.102095502652659,0.143873451623703,-Inf,"44"
"629",2,3,0.25,0.5,3,0.399882883159327,0.390757821055194,0.246198119882788,0.76,0.76,0.32,2.51414029595054e-07,2.51414029595054e-07,0.155760252006193,0.0843446999301941,0.0102589168805987,-0.102265370186498,0.203242352079135,-Inf,"44"
"719",2,4,0.25,0.75,1,0.108861377154198,0.113630293819826,0.159341804581451,0.76,0.76,0.48,2.51414029595054e-07,2.51414029595054e-07,0.00561441050794631,0.0921339582848225,0.0114984440592904,-0.14084858404311,0.178428653014604,-Inf,"44"
"7110",2,4,0.25,0.75,2,0.25572014110744,0.256694984852223,0.164153229030318,0.76,0.76,0.24,2.51414029595054e-07,2.51414029595054e-07,0.475453501819058,0.0942544306226504,0.0115998605221,-0.139942531949286,0.17289644012945,-Inf,"44"
"729",2,4,0.25,0.75,3,0.0114942304884181,0.0109996991343494,0.0254811261658798,0.88,0.88,0.36,3.10100611855546e-10,3.10100611855546e-10,0.0778983654919732,0.0976410614041874,0.0109843630869059,-0.135298882594975,0.207545562936467,-Inf,"44"
"819",2,5,0.25,1,1,0.199725379542843,0.199662368883371,0.105915127489849,0.88,0.88,0.56,3.10100611855546e-10,3.10100611855546e-10,0.000590990579867112,0.100341110277141,0.0115689447761783,-0.212394725443097,0.233861352410152,-Inf,"44"
"8110",2,5,0.25,1,2,0.0254846988188692,0.0265362684514875,0.0553538354366721,0.88,0.88,0.44,3.10100611855546e-10,3.10100611855546e-10,0.0158141002853099,0.102884373078892,0.0118483367537811,-0.217309890367378,0.273822366055376,-Inf,"44"
"829",2,5,0.25,1,3,0.147266701421369,0.144563040293875,0.0573661479052942,1,1,0.28,1.55431223447522e-14,1.55431223447522e-14,0.285042147695836,0.105135098634461,0.0115320409195332,-0.206627391754066,0.269108561341571,-Inf,"44"
"919",3,1,0.5,0,1,0.0811066392978428,0.0840189909323788,0.0466502676973515,0.933333333333333,0.933333333333333,0.5,2.99760216648792e-14,2.99760216648792e-14,0.000899577684017938,0.0735590310660114,0.00935436164626646,0.224533128070873,0.273511904761905,-Inf,"44"
"9110",3,1,0.5,0,2,0.322653927175148,0.320062428386504,0.0406636342595759,0.9,0.9,0.333333333333333,5.78870285039557e-13,5.78870285039557e-13,0.0708879878711444,0.0614042131359836,0.00807264330797633,0.227378321429036,0.273511904761905,-Inf,"44"
"929",3,1,0.5,0,3,0.0483644845007662,0.0481542873245224,0.160713813952293,1,1,0.366666666666667,0,0,0.0345800849633346,0.0511218922483952,0.00797813420082779,0.231846348239122,0.339244663382594,-Inf,"44"
"1019",3,2,0.5,0.25,1,0.404647842363886,0.391345908194217,0.241549496051835,0.533333333333333,0.566666666666667,0.333333333333333,0.000293340549136101,8.73780359132992e-05,0.0708879878711444,0.0476071851163686,0.00736143293304185,0.106428825140263,0.153063725490196,-Inf,"44"
"10110",3,2,0.5,0.25,2,0.482406138110008,0.482603175258657,0.0788603176536127,0.566666666666667,0.566666666666667,0.266666666666667,8.73780359132992e-05,8.73780359132992e-05,0.239073002480186,0.0438355014747621,0.00676782301837413,0.0998170623591127,0.153063725490196,-Inf,"44"
"1029",3,2,0.5,0.25,3,0.016124715505486,0.0163979293213906,0.0530970469083821,0.566666666666667,0.566666666666667,0.3,8.73780359132992e-05,8.73780359132992e-05,0.134370226528611,0.0392323014372332,0.00670289140249222,0.106039567530213,0.218796484110886,-Inf,"44"
"1129",3,4,0.5,0.75,1,0.035239257676992,0.0356173278501229,0.169527905307492,0.266666666666667,0.266666666666667,0.3,0.239073002480186,0.239073002480186,0.135003502500954,0.0388995878329733,0.00755481031709943,-0.0366030277560866,0.0652300524170064,-Inf,"44"
"11111",3,4,0.5,0.75,2,0.434385923756465,0.43167360622213,0.0899164833994948,0.5,0.5,0.2,0.000899577684017938,0.000899577684017938,0.594070629775938,0.038588447920512,0.00707219489347478,-0.0405070594186651,0.0921770770163736,-Inf,"44"
"11210",3,4,0.5,0.75,3,0.288742495241009,0.292033529705,0.153697346888475,0.4,0.4,0.266666666666667,0.0156433904967548,0.0156433904967548,0.239073002480186,0.0380326162858167,0.0072293679522754,-0.0350394476298151,0.0992647058823529,-Inf,"44"
