"","cv","val","cv.p","val.p","model","KLD.pr","KLD.pr2","KLD.roc","KS.pr","KS.pr2","KS.roc","KSp.pr","KSp.pr2","KSp.roc","area.pr","area.roc","dist.pr.mean","dist.pr.max","dist.roc.mean","fileIdx"
"52",2,1,0.25,0,3,0.0327342405246031,0.031284900560594,0.0517412250636375,0.65625,0.65625,0.34375,8.11509316633874e-07,8.11509316633874e-07,0.0448622764333746,0.0622651000587548,0.0137962103194532,0.10574958262751,0.16304347826087,-Inf,"100"
"6",2,3,0.25,0.5,1,0.17358967982469,0.171243027404434,0.41171614811582,0.625,0.625,0.375,3.58416614720802e-06,3.58416614720802e-06,0.0222179626165252,0.0655603315422575,0.0159144500257948,-0.0766209322919961,0.115686274509804,-Inf,"100"
"61",2,3,0.25,0.5,2,0.0213578515544415,0.0216181600896225,0.0219359768266829,0.375,0.375,0.3125,0.0214116150913461,0.0214116150913461,0.0876820974182007,0.063301673975042,0.0158038953792346,-0.0724985292042684,0.120611035111719,-Inf,"100"
"62",2,3,0.25,0.5,3,0.0604158575527106,0.0589876142148466,0.0946712797268015,0.34375,0.34375,0.09375,0.0448622764333746,0.0448622764333746,0.999325913718493,0.0670520091630228,0.0146346008445631,-0.0839175845315009,0.175579322638146,-Inf,"100"
"7",2,4,0.25,0.75,1,0.0356017779956422,0.0354806540829047,0.138801444030325,0.625,0.59375,0.65625,3.58416614720802e-06,1.43366645879439e-05,8.11509316633874e-07,0.0757161573910745,0.0164689758957693,-0.155260479161373,0.190378476972184,-Inf,"100"
"71",2,4,0.25,0.75,2,0.123893255669297,0.123803411887629,0.0946679345127626,0.65625,0.65625,0.40625,8.11509316633874e-07,8.11509316633874e-07,0.00951627543895994,0.0800118603086878,0.0158954831144022,-0.157568451589129,0.213914481455233,-Inf,"100"
"72",2,4,0.25,0.75,3,0.0255124528625678,0.0250605929574651,0.0552138645856784,0.5625,0.5625,0.21875,5.22264209993351e-05,5.22264209993351e-05,0.433736099701466,0.083600746276535,0.0158721571617862,-0.162806132095443,0.23921568627451,-Inf,"100"
"8",2,5,0.25,1,1,0.350096429522283,0.345611685114219,0.127463410877201,0.875,0.875,0.875,6.93667345785798e-13,6.93667345785798e-13,6.93667345785798e-13,0.0895344497525229,0.0189857925339327,-0.229831173439076,0.261437908496732,-Inf,"100"
"81",2,5,0.25,1,2,0.0321416325081695,0.0317099422485649,0.152977124721335,0.9375,0.9375,0.3125,2.44249065417534e-15,2.44249065417534e-15,0.0876820974182007,0.0931669519980056,0.0183286263931148,-0.23269198235242,0.295029639762882,-Inf,"100"
"82",2,5,0.25,1,3,0.0849288941386267,0.082177020187291,0.171164708176864,0.9375,0.90625,0.28125,2.44249065417534e-15,4.57411886145564e-14,0.159038887097092,0.0967285053890073,0.0178139355327489,-0.237171203440215,0.303921568627451,-Inf,"100"
"9",3,1,0.5,0,1,0.200919041062154,0.194368499448645,0.209793029075111,0.642857142857143,0.642857142857143,0.642857142857143,9.31062670450622e-06,9.31062670450622e-06,9.31062670450622e-06,0.0583134303165445,0.0138325873653636,0.171562991210965,0.212938005390836,-Inf,"100"
"91",3,1,0.5,0,2,0.0500672120195325,0.0521212667325382,0.0382083137644766,0.678571428571428,0.678571428571428,0.607142857142857,1.98098440518102e-06,1.98098440518102e-06,3.89353480356736e-05,0.0506252620321954,0.0112016373353413,0.172255494187126,0.229138299941646,-Inf,"100"
"92",3,1,0.5,0,3,0.232165341353147,0.230832701995361,0.0484400644449106,0.857142857142857,0.857142857142857,0.25,9.60400647898041e-11,9.60400647898041e-11,0.350638214176465,0.0443299184918781,0.0110426309421139,0.179289492623593,0.247892412685668,-Inf,"100"
"10",3,2,0.5,0.25,1,0.179875409969175,0.181211379728018,0.154868777514778,0.464285714285714,0.464285714285714,0.428571428571429,0.00424994298906101,0.00424994298906101,0.0108904788144613,0.0417003754782427,0.0103303835539399,0.0738813035406646,0.105911330049261,-Inf,"100"
"101",3,2,0.5,0.25,2,0.0481597745524325,0.0492573866050461,0.192338338213,0.428571428571429,0.428571428571429,0.321428571428571,0.0108904788144613,0.0108904788144613,0.111030866499989,0.0389527009380025,0.00997893502543099,0.0785691926439418,0.122111624600071,-Inf,"100"
